molecule_chembl_id,SMILES,score,name,method
CHEMBL741,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,0.6197183098591549,LAMOTRIGINE,dice_maccs
CHEMBL6437,CN1CCN2c3ccccc3Cc3ccccc3C2C1,0.6197183098591549,MIANSERIN,dice_maccs
CHEMBL1565476,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,0.6153846153846154,APAZONE,dice_maccs
CHEMBL1200959,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,0.6153846153846154,METHDILAZINE,dice_maccs
CHEMBL3301594,COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O,0.6126126126126126,FOSTEMSAVIR,dice_maccs
CHEMBL1929396,Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1,0.6122448979591837,ANAGLIPTIN,dice_maccs
CHEMBL231779,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,0.6122448979591837,APIXABAN,dice_maccs
CHEMBL1094636,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,0.611764705882353,NIRAPARIB,dice_maccs
CHEMBL3306803,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,0.6097560975609756,LUMATEPERONE,dice_maccs
CHEMBL1983268,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,0.6095238095238096,ENTRECTINIB,dice_maccs
CHEMBL1237021,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,0.6086956521739131,LURASIDONE,dice_maccs
CHEMBL56564,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2,0.6075949367088608,TROPISETRON,dice_maccs
CHEMBL1185568,CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,0.6052631578947368,DITHIAZANINE,dice_maccs
CHEMBL564,CN(C)CCCN1c2ccccc2Sc2ccccc21,0.6052631578947368,PROMAZINE,dice_maccs
CHEMBL859,Oc1nc(O)c2cn[nH]c2n1,0.6052631578947368,OXYPURINOL,dice_maccs
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,0.6041666666666666,RISPERIDONE,dice_maccs
CHEMBL1742423,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,0.6021505376344086,BILASTINE,dice_maccs
CHEMBL2,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,0.6,PRAZOSIN,dice_maccs
CHEMBL106,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.6,FLUCONAZOLE,dice_maccs
CHEMBL1452696,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0.6,FEPRAZONE,dice_maccs
CHEMBL333826,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,0.5974025974025974,DEQUALINIUM,dice_maccs
CHEMBL1420,C[n+]1ccccc1C=NO,0.5970149253731343,PRALIDOXIME,dice_maccs
CHEMBL21333,O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,0.5957446808510638,PRANLUKAST,dice_maccs
CHEMBL13828,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,0.5952380952380952,OXATOMIDE,dice_maccs
CHEMBL4297610,C[C@H](Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O,0.5952380952380952,OLUTASIDENIB,dice_maccs
CHEMBL2105458,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,0.5945945945945946,THENALIDINE,dice_maccs
CHEMBL3936761,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,0.594059405940594,ZANUBRUTINIB,dice_maccs
CHEMBL1089318,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,0.594059405940594,OPICAPONE,dice_maccs
CHEMBL11662,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,0.59375,OZAGREL,dice_maccs
CHEMBL1109,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,0.5934065934065934,SULFAPHENAZOLE,dice_maccs
CHEMBL111,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,0.5934065934065934,RIMONABANT,dice_maccs
CHEMBL2105689,N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1,0.5915492957746479,LULICONAZOLE,dice_maccs
CHEMBL727,Nc1nc2[nH]cnc2c(=S)[nH]1,0.5915492957746479,THIOGUANINE,dice_maccs
CHEMBL634,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,0.5904761904761905,ALFENTANIL,dice_maccs
CHEMBL1201210,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,0.5897435897435898,PROPIOMAZINE,dice_maccs
CHEMBL4071161,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.5894736842105263,TIRABRUTINIB,dice_maccs
CHEMBL1221,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,0.5882352941176471,SULCONAZOLE,dice_maccs
CHEMBL611,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,0.5882352941176471,TERAZOSIN,dice_maccs
CHEMBL254316,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,0.5882352941176471,RALTEGRAVIR,dice_maccs
CHEMBL3643413,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,0.5882352941176471,LENIOLISIB,dice_maccs
CHEMBL296419,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,0.5869565217391305,ASTEMIZOLE,dice_maccs
CHEMBL1626223,CN1CCCN=C1/C=C/c1cccs1,0.5866666666666667,PYRANTEL,dice_maccs
CHEMBL1206,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,0.5866666666666667,ETHOPROPAZINE,dice_maccs
CHEMBL1800159,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,0.5862068965517241,RELUGOLIX,dice_maccs
CHEMBL1201270,C1N2CN3CN1CN(C2)C3,0.5862068965517241,METHENAMINE,dice_maccs
CHEMBL175691,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,0.5846153846153846,RILPIVIRINE,dice_maccs
CHEMBL487253,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,0.5842696629213483,BENDAMUSTINE,dice_maccs
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,0.5833333333333334,IMIPRAMINE,dice_maccs
CHEMBL1106,NC1=NCC2c3ccccc3Cc3ccccc3N12,0.5833333333333334,EPINASTINE,dice_maccs
CHEMBL101,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0.5822784810126582,PHENYLBUTAZONE,dice_maccs
CHEMBL479,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,0.5822784810126582,THIORIDAZINE,dice_maccs
CHEMBL279516,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,0.5822784810126582,INDORAMIN,dice_maccs
CHEMBL1201038,Nc1c2ccccc2nc2ccccc12,0.5818181818181818,ACRISORCIN,dice_maccs
CHEMBL3655081,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,0.58,ABROCITINIB,dice_maccs
CHEMBL1538,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,0.58,TENOFOVIR DISOPROXIL,dice_maccs
CHEMBL2107825,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,0.5794392523364486,TENOFOVIR ALAFENAMIDE,dice_maccs
CHEMBL461101,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,0.5777777777777777,ELTROMBOPAG,dice_maccs
CHEMBL1617,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0.5773195876288659,RIFAXIMIN,dice_maccs
CHEMBL14376,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,0.5773195876288659,ILOPERIDONE,dice_maccs
CHEMBL1308,Cc1cn[nH]c1,0.5769230769230769,FOMEPIZOLE,dice_maccs
CHEMBL290916,CC1=NN(c2ccccc2)C(=O)C1,0.5753424657534246,EDARAVONE,dice_maccs
CHEMBL22097,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,0.575,LORMETAZEPAM,dice_maccs
CHEMBL4303214,CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,0.575,FRUQUINTINIB,dice_maccs
CHEMBL1262,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0.575,OXICONAZOLE,dice_maccs
CHEMBL728,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,0.575,PROCHLORPERAZINE,dice_maccs
CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,0.575,CHLORPROMAZINE,dice_maccs
CHEMBL932,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,0.5747126436781609,DIPYRIDAMOLE,dice_maccs
CHEMBL2364608,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,0.5742574257425742,DORAVIRINE,dice_maccs
CHEMBL623,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,0.5742574257425742,NEFAZODONE,dice_maccs
CHEMBL1278,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,0.5742574257425742,NARATRIPTAN,dice_maccs
CHEMBL435966,O=[N+]([O-])c1cncn1CCN1CCOCC1,0.5714285714285714,NIMORAZOLE,dice_maccs
CHEMBL1076903,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,0.5714285714285714,VARENICLINE,dice_maccs
CHEMBL708,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,0.5714285714285714,ZIPRASIDONE,dice_maccs
CHEMBL3786343,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,0.5714285714285714,OLMUTINIB,dice_maccs
CHEMBL291157,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,0.5714285714285714,ROSOXACIN,dice_maccs
CHEMBL1089221,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,0.5714285714285714,BENDAZAC,dice_maccs
CHEMBL2105762,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,0.5714285714285714,OMARIGLIPTIN,dice_maccs
CHEMBL55400,Nc1ccc2cc3ccc(N)cc3nc2c1,0.5714285714285714,PROFLAVINE,dice_maccs
CHEMBL922,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,0.5686274509803921,ADEFOVIR DIPIVOXIL,dice_maccs
CHEMBL2028661,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,0.5686274509803921,AZILSARTAN MEDOXOMIL,dice_maccs
CHEMBL1449676,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,0.5681818181818182,ORNIDAZOLE,dice_maccs
CHEMBL1208,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,0.5681818181818182,CINOXACIN,dice_maccs
CHEMBL70418,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,0.5679012345679012,CLOBAZAM,dice_maccs
CHEMBL1764,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,0.5679012345679012,LEVOMEPROMAZINE,dice_maccs
CHEMBL4297517,CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O,0.5679012345679012,MAVACAMTEN,dice_maccs
CHEMBL422,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.5679012345679012,TRIFLUOPERAZINE,dice_maccs
CHEMBL570,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,0.5679012345679012,TRIFLUPROMAZINE,dice_maccs
CHEMBL218650,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,0.5663716814159292,DELAMANID,dice_maccs
CHEMBL1201112,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0.5656565656565656,NELARABINE,dice_maccs
CHEMBL1201196,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,0.5641025641025641,SERTACONAZOLE,dice_maccs
CHEMBL1200692,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.5636363636363636,OLMESARTAN MEDOXOMIL,dice_maccs
CHEMBL73451,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,0.5633802816901409,MEQUITAZINE,dice_maccs
CHEMBL1454,c1ccc([C@H]2CN3CCSC3=N2)cc1,0.5633802816901409,LEVAMISOLE,dice_maccs
CHEMBL1295,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,0.5633802816901409,BUTOCONAZOLE,dice_maccs
CHEMBL43064,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0.5625,CINNARIZINE,dice_maccs
CHEMBL1201087,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0.5625,CABERGOLINE,dice_maccs
CHEMBL1442422,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,0.5609756097560976,DIBENZEPIN,dice_maccs
CHEMBL2107360,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,0.5607476635514018,PALIPERIDONE PALMITATE,dice_maccs
CHEMBL1224,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,0.56,ACRIVASTINE,dice_maccs
CHEMBL550,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,0.56,PILOCARPINE,dice_maccs
CHEMBL1460,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,0.5591397849462365,DIDANOSINE,dice_maccs
CHEMBL219916,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,0.5591397849462365,DOMPERIDONE,dice_maccs
CHEMBL346977,CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C,0.5591397849462365,FONAZINE,dice_maccs
CHEMBL477,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.5591397849462365,ADENOSINE,dice_maccs
CHEMBL1090,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0.5591397849462365,VIDARABINE,dice_maccs
CHEMBL71752,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,0.5581395348837209,VINPOCETINE,dice_maccs
CHEMBL227875,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,0.5576923076923077,PRETOMANID,dice_maccs
CHEMBL1621,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,0.5576923076923077,PALIPERIDONE,dice_maccs
CHEMBL1908847,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,0.5573770491803278,SPARTEINE,dice_maccs
CHEMBL45029,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,0.5569620253164557,MEPHOBARBITAL,dice_maccs
CHEMBL1329455,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,0.5567010309278351,MOLSIDOMINE,dice_maccs
CHEMBL231068,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,0.5555555555555556,FLIBANSERIN,dice_maccs
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0.5555555555555556,CELECOXIB,dice_maccs
CHEMBL3187365,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,0.5555555555555556,ASENAPINE,dice_maccs
CHEMBL4594438,CC(C)(C#Cc1ccc(-c2ccc(Cl)c3c(NS(C)(=O)=O)nn(CC(F)(F)F)c23)c([C@H](Cc2cc(F)cc(F)c2)NC(=O)Cn2nc(C(F)(F)F)c3c2C(F)(F)[C@@H]2C[C@H]32)n1)S(C)(=O)=O,0.5546218487394958,LENACAPAVIR,dice_maccs
CHEMBL752,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,0.5544554455445545,ADENOSINE PHOSPHATE,dice_maccs
CHEMBL1256391,Cc1ccc(=O)n(-c2ccccc2)c1,0.5538461538461539,PIRFENIDONE,dice_maccs
CHEMBL108,NC(=O)N1c2ccccc2C=Cc2ccccc21,0.5538461538461539,CARBAMAZEPINE,dice_maccs
CHEMBL430,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,0.5535714285714286,GEMIFLOXACIN,dice_maccs
CHEMBL4065616,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,0.5535714285714286,REMDESIVIR,dice_maccs
CHEMBL1289494,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,0.5531914893617021,TIVOZANIB,dice_maccs
CHEMBL1738797,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,0.5531914893617021,ALECTINIB,dice_maccs
CHEMBL3183409,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,0.5531914893617021,APALUTAMIDE,dice_maccs
CHEMBL608533,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,0.5531914893617021,MIDOSTAURIN,dice_maccs
CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,0.5526315789473685,CLOMIPRAMINE,dice_maccs
CHEMBL685,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,0.5526315789473685,MEBENDAZOLE,dice_maccs
CHEMBL3137312,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,0.5523809523809524,DASABUVIR,dice_maccs
CHEMBL1088,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,0.5517241379310345,MESORIDAZINE,dice_maccs
CHEMBL439849,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,0.5517241379310345,VILAZODONE,dice_maccs
CHEMBL1623,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,0.5507246376811594,MECLIZINE,dice_maccs
CHEMBL1266,c1ccc2c(c1)CCCC2C1=NCCN1,0.5507246376811594,TETRAHYDROZOLINE,dice_maccs
CHEMBL4297522,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,0.5504587155963303,PEMIGATINIB,dice_maccs
CHEMBL861,CCC1(c2ccccc2)NC(=O)N(C)C1=O,0.55,MEPHENYTOIN,dice_maccs
CHEMBL278623,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,0.55,MACIMORELIN,dice_maccs
CHEMBL12713,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,0.5494505494505495,SERTINDOLE,dice_maccs
CHEMBL137,Cc1ncc([N+](=O)[O-])n1CCO,0.5494505494505495,METRONIDAZOLE,dice_maccs
CHEMBL2107826,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,0.5494505494505495,VIBEGRON,dice_maccs
CHEMBL3668014,COc1cc(F)c(-n2c(=O)[nH]c3csc(C(=O)O)c3c2=O)cc1OCc1c(OC)ccc(F)c1F,0.5490196078431373,LINZAGOLIX,dice_maccs
CHEMBL878,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,0.5490196078431373,METOLAZONE,dice_maccs
CHEMBL3187723,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,0.5490196078431373,BINIMETINIB,dice_maccs
CHEMBL474579,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,0.5486725663716814,CEFOTETAN,dice_maccs
CHEMBL2105755,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,0.5486725663716814,NALDEMEDINE,dice_maccs
CHEMBL91,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0.547945205479452,MICONAZOLE,dice_maccs
CHEMBL808,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,0.547945205479452,ECONAZOLE,dice_maccs
CHEMBL1571863,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,0.547945205479452,ISOCONAZOLE,dice_maccs
CHEMBL1201271,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,0.547945205479452,BUCLIZINE,dice_maccs
CHEMBL1228,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,0.5476190476190477,OXYPHENBUTAZONE ANHYDROUS,dice_maccs
CHEMBL1750,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,0.5473684210526316,CLOFARABINE,dice_maccs
CHEMBL428,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,0.5473684210526316,TROVAFLOXACIN,dice_maccs
CHEMBL4594350,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,0.5471698113207547,ADAGRASIB,dice_maccs
CHEMBL161,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,0.5470085470085471,CEFTRIAXONE,dice_maccs
CHEMBL37744,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,0.5454545454545454,ZIMELDINE,dice_maccs
CHEMBL15245,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,0.5454545454545454,YOHIMBINE,dice_maccs
CHEMBL2104993,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,0.5454545454545454,VORTIOXETINE,dice_maccs
CHEMBL1547,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0.5454545454545454,THIAMINE ION,dice_maccs
CHEMBL53292,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,0.5454545454545454,ISOXICAM,dice_maccs
CHEMBL1614701,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,0.5436893203883495,SELUMETINIB,dice_maccs
CHEMBL2104356,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,0.5434782608695652,KETAZOLAM,dice_maccs
CHEMBL1200515,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,0.5434782608695652,DESERPIDINE,dice_maccs
CHEMBL2220442,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,0.5432098765432098,FLUVASTATIN,dice_maccs
CHEMBL468,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0.5432098765432098,THALIDOMIDE,dice_maccs
CHEMBL1201329,O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,0.5432098765432098,TRIMETHAPHAN,dice_maccs
CHEMBL761,c1ccc2c(CC3=NCCN3)cccc2c1,0.5428571428571428,NAPHAZOLINE,dice_maccs
CHEMBL24828,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,0.5416666666666666,VANDETANIB,dice_maccs
CHEMBL1108,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,0.5416666666666666,DROPERIDOL,dice_maccs
CHEMBL267648,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0.5416666666666666,PEFLOXACIN,dice_maccs
CHEMBL1615350,CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,0.5405405405405406,CLOMACRAN,dice_maccs
CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,0.5405405405405406,DESIPRAMINE,dice_maccs
